Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1,p2,p3,p4
160,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2449.469011,2464.071514,14.60250300000007,2.8206,3.8301,1.0094999999999996,4.3301,4.5939999999999985,0.2639000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.594, 4.7091, 4.8194, 4.9341, 4.9515, 5.0549]","[4.6422, 4.7554, 4.8666, 4.9382, 4.9816, 5.0926]",0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.0610336186019185e-10,0.9830864465974657,0.0004919242510629101,0.0056336019177886006,0.010788027127578193
161,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2464.081711,2478.701115,14.619404000000033,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6110000000000015,0.2834000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.611000000000001, 4.8564, 4.9830000000000005, 5.107200000000001, 5.2397, 5.3514, 5.7879000000000005, 5.9404]","[4.6391, 4.8785, 5.0073, 5.1298, 5.2531, 5.3865, 5.818300000000001, 5.9584]","[5.2244, 5.3524, 5.4949]","[5.2553, 5.388, 5.5172]",0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.0720955580773447e-10,0.9857977257800645,0.00046386243810847495,0.005629739007177267,0.008108672667440635
162,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2478.715011,2493.328615,14.613604000000125,2.8206,3.8301,1.0094999999999996,4.3301,4.6051,0.2750000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6051, 4.6644000000000005, 4.7388, 4.847700000000001, 4.855700000000001, 4.9834000000000005, 5.0878000000000005, 5.2228, 5.3457]","[4.6523, 4.6724000000000006, 4.7839, 4.8517, 4.8931, 5.009, 5.1332, 5.253, 5.3705]",0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.1032244103129618e-10,0.988342131841728,0.0004512337763115677,0.005625993362425957,0.005580640909211677
163,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2493.345211,2507.952415,14.607204000000365,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5988,0.2711999999999994,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.5988, 4.7132000000000005, 4.843100000000001, 4.9791, 5.1471]","[4.6406, 4.7574000000000005, 4.8715, 5.003, 5.157900000000001]",[],[],0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.1339481323406537e-10,0.9894524954433825,0.00045371528107120466,0.005620969076365882,0.0044728200857841
164,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2507.965011,2522.614815,14.649804000000133,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6414,0.3137999999999996,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6414, 4.7639000000000005, 4.9008, 5.0379000000000005, 5.1487, 5.2798, 5.3967, 5.5267, 5.6653]","[4.6915, 4.8071, 4.934200000000001, 5.0621, 5.1896, 5.3094, 5.4237, 5.5483, 5.683800000000001]",[],[],0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.2156008605781683e-10,0.9905498897516509,0.00046897996719703455,0.00561593568616877,0.0033651944734222794
165,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2522.630811,2537.268815,14.63800399999991,2.8206,3.8301,1.0094999999999996,4.3301,4.6295,0.2994000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6295, 4.7647, 4.8956, 4.9992, 5.127000000000001, 5.250100000000001]","[4.6723, 4.8087, 4.9265, 5.042400000000001, 5.1527, 5.2738000000000005]",0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.375022375603661e-10,0.9917127797189633,0.0004892768751638964,0.0056109802891339015,0.0021869629792383707
166,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2537.279611,2551.893915,14.614304000000176,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6059,0.2782999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6059, 4.729, 4.8536, 4.987, 5.0913, 5.2171, 5.229900000000001, 5.3481000000000005, 5.4768, 5.7334000000000005, 5.8795]","[4.6498, 4.7656, 4.8855, 5.012300000000001, 5.1347000000000005, 5.225700000000001, 5.2551000000000005, 5.3776, 5.504300000000001, 5.7554, 5.9069]",[],[],0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.543842038350527e-10,0.9919168190029988,0.0005303555901141334,0.00560342440503218,0.0019494008474689037
167,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2551.912811,2566.535114,14.622302999999649,2.8206,3.8301,1.0094999999999996,4.3301,4.6138,0.2837000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[5.1128, 5.3593, 5.4817]","[5.1273, 5.3742, 5.4957]","[4.6138, 4.7465, 4.7598, 4.856, 4.9684, 5.1103000000000005, 5.2202]","[4.6770000000000005, 4.7536000000000005, 4.7919, 4.8981, 5.0073, 5.1266, 5.2521]",0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,1.9350321899568528e-10,0.992187179875214,0.0005835484874658747,0.0055956455070872045,0.0016336259367293107
168,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2566.548511,2581.235415,14.68690400000014,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6785000000000005,0.3509000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6785000000000005, 4.8034, 4.9463, 5.089700000000001, 5.1883, 5.1981, 5.3219, 5.4411000000000005, 5.5723, 5.6969]","[4.732600000000001, 4.846900000000001, 4.972300000000001, 5.1035, 5.1926000000000005, 5.2315000000000005, 5.3517, 5.465400000000001, 5.593, 5.7214]",[],[],0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,2.3685727843654146e-10,0.9919675550409974,0.0006650533822207135,0.005584399677556938,0.0017829916623667485
169,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2581.251211,2595.868715,14.61750400000028,2.8206,3.8301,1.0094999999999996,4.3301,4.609,0.2789000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.9758, 5.1292]","[5.0093000000000005, 5.1327]","[4.609, 4.7235000000000005, 4.8391]","[4.651800000000001, 4.7643, 4.8746]",0.0083,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.3,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,22,36003,22,1.8.2,022_stage_training_v6_20250702-114624,2025-07-02,11:46:36.663312,12:46:40.322641,5,1,2,3,"[ 0.50758971  0.89848841  1.32403013  2.63121356 -0.61001422  2.00139925
  1.03373871 -0.35159101  1.13624772  2.1282604   0.15524926  1.50017426
  1.19023776 -1.2585589   1.96600837]","[1.00000000e+00 1.75045310e-35 1.95535103e-30 1.38522823e-35
 2.80295672e-22 4.88344795e-36 9.89227479e-01 4.86700894e-03
 3.52230059e-16 5.90551245e-03 3.44570765e-03 1.13735722e-03
 9.89604026e-01 1.43728158e-03 4.37562791e-03 8.02029010e-04
 1.15005038e-10 8.05727959e-04 9.98392243e-01 5.53701133e-36
 5.82009439e-04 9.48565817e-03 2.63472680e-03 1.01394852e-25
 9.87297606e-01]",1,State1,"[0, 1, 2, 3, 4]",-3747.4838895700163,3.4448543572359294e-10,0.9918029419048374,0.0007671463540691192,0.005572525534548822,0.0018573858620580049
