Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccuracyRep,AccuracyAlt,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-01-17,0,335,['Bpod5'],452,225,227,209,25,184,123,56,175,158,17,0.46238938053097345,0.1111111111111111,0.8105726872246696,384,183,201,185,197,0.5442708333333334,0.1366120218579235,0.9154228855721394,0.6648648648648648,0.28426395939086296,68,42,26,0.1504424778761062,0.18666666666666668,0.1145374449339207,287,89,198,717.5,222.5,495.0,1,0,0,0
2022-01-18,1,335,['Bpod7'],335,159,176,168,33,135,99,53,126,107,19,0.5014925373134328,0.20754716981132076,0.7670454545454546,294,140,154,147,146,0.5714285714285714,0.2357142857142857,0.8766233766233766,0.673469387755102,0.363013698630137,41,19,22,0.12238805970149254,0.11949685534591195,0.125,247,95,152,617.5,237.5,380.0,1,0,0,0
2022-01-21,4,335,['Bpod7'],290,156,134,128,13,115,80,10,56,55,1,0.4413793103448276,0.08333333333333333,0.8582089552238806,184,68,116,89,95,0.6956521739130435,0.19117647058823528,0.9913793103448276,0.898876404494382,0.10526315789473684,106,88,18,0.36551724137931035,0.5641025641025641,0.13432835820895522,132,17,115,330.0,42.5,287.5,1,0,0,0
2022-01-24,0,335,['Bpod7'],563,270,293,354,69,285,194,103,120,112,8,0.6287744227353463,0.25555555555555554,0.9726962457337884,474,181,293,224,250,0.7468354430379747,0.3812154696132597,0.9726962457337884,0.8660714285714286,0.412,89,89,0,0.15808170515097691,0.3296296296296296,0.0,397,104,293,992.5,260.0,732.5,1,0,0,0
2022-01-25,1,335,['Bpod7'],553,278,275,315,63,252,176,127,197,188,9,0.569620253164557,0.22661870503597123,0.9163636363636364,512,251,261,243,268,0.615234375,0.250996015936255,0.9655172413793104,0.7242798353909465,0.47388059701492535,41,27,14,0.07414104882459313,0.09712230215827339,0.05090909090909091,449,191,258,1122.5,477.5,645.0,1,0,0,0
2022-01-26,2,335,['Bpod7'],459,229,230,309,90,219,176,118,123,120,3,0.673202614379085,0.3930131004366812,0.9521739130434783,432,210,222,222,210,0.7152777777777778,0.42857142857142855,0.9864864864864865,0.7927927927927928,0.5619047619047619,27,19,8,0.058823529411764705,0.08296943231441048,0.034782608695652174,415,193,222,1037.5,482.5,555.0,1,0,0,0
2022-01-27,3,335,['Bpod7' 'Bpod6'],682,308,374,392,73,319,234,69,98,65,33,0.5747800586510264,0.237012987012987,0.8529411764705882,490,138,352,272,217,0.8,0.5289855072463768,0.90625,0.8602941176470589,0.31797235023041476,192,170,22,0.28152492668621704,0.551948051948052,0.058823529411764705,404,79,325,1010.0,197.5,812.5,1,0,0,0
2022-01-28,4,335,['Bpod7'],600,288,312,479,195,284,277,197,110,86,24,0.7983333333333333,0.6770833333333334,0.9102564102564102,589,281,308,301,288,0.8132427843803056,0.693950177935943,0.922077922077922,0.920265780730897,0.6840277777777778,11,7,4,0.018333333333333333,0.024305555555555556,0.01282051282051282,493,205,288,1232.5,512.5,720.0,1,0,0,0
2022-01-31,0,335,['Bpod7'],372,192,180,344,171,173,176,166,19,14,5,0.9247311827956989,0.890625,0.9611111111111111,363,185,178,180,183,0.9476584022038568,0.9243243243243243,0.9719101123595506,0.9777777777777777,0.907103825136612,9,7,2,0.024193548387096774,0.036458333333333336,0.011111111111111112,344,171,173,860.0,427.5,432.5,1,0,0,0
2022-02-01,1,335,['Bpod7'],478,235,243,457,222,235,225,226,6,4,2,0.9560669456066946,0.9446808510638298,0.9670781893004116,463,226,237,229,234,0.9870410367170627,0.9823008849557522,0.9915611814345991,0.982532751091703,0.9658119658119658,15,9,6,0.03138075313807531,0.03829787234042553,0.024691358024691357,457,222,235,1142.5,555.0,587.5,2,0,0,0
